lr,grid,group,exp_id,dataset,eps_end,eps_num,n_iters,project,verbose,exp_name,n_hidden,n_trials,eps_start,grid_size,min_iters,modelname,n_classes,batch_size,data_shape,grid_limit,constraints,log_metrics,lr_scheduler,weight_decay,batch_balance,stop_at_tr_err,model_load_path,pred_batch_size,imbalance_method,log_metrics_every,name,test.auc,test.auc_diff,test.bal_err_rate,_step,test.lambda,train.precision_total,test.best,train.dp,train.auc,test.recall_total,train.best,train.lambda,train.auc_diff,test.model_id,test.dp,test.overall_sel_rate,_runtime,test.eps,train.dpr,train.model_id,test.fpr,test.bal_err_diff,train.fpr,train.eps,test.acc,train.fnr,test.fnr,train.bal_err_rate,train.overall_sel_rate,train.eo,test.eo,test.f1_total,train.f1_total,train.acc,train.recall_total,train.bal_loss,train.bal_err_diff,test.precision_total,_timestamp,test.bal_loss,test.dpr,train.err,test.err,train.err_level,test.err_level
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9759416747857389,0.05791482460498942,0.11274497363510494,10,"[0, 0, 0, 0, 0, 0, 1.3333333333333333, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999916692757,0.9529105300070133,False,"[0, 0, 0, 0, 0, 0, 1.3333333333333333, 0]",1.3423871014772715e-08,f93b10cb,0.19003474656271713,0.1264402364492536,16752,0.005,0.08387021026760408,f93b10cb,0.03316561890726794,0.2861053625893768,5.584330368984629e-05,0.005,0.9529105300070133,0.0005461553587004199,0.6053763440860216,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.6053763440860216,0.9529105300070133,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.9529105300070133,1649860778,0.0002851160760400876,0.049282867175818264,5.529274436322229e-05,0.04708946999298669,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9758991094080132,0.05780619441171653,0.11015661190891923,11,"[0, 0, 0, 0, 0, 0, 0.6666666666666666, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999916692757,0.9532611962729185,False,"[0, 0, 0, 0, 0, 0, 0.6666666666666666, 0]",1.3423871125795017e-08,f93b10cb,0.19127894667129455,0.12759242560865644,18043,0.005,0.08387021026760408,f93b10cb,0.0337496039947091,0.2828787822320362,5.584330368984629e-05,0.005,0.9532611962729185,0.0005461553587004199,0.5995071684587814,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.5995071684587814,0.9532611962729185,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.9532611962729185,1649862069,0.0002851160760400876,0.05081310377498211,5.529274436322229e-05,0.0467388037270815,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9758619000106903,0.058538215247409986,0.11352601246498517,12,"[0, 0, 0, 0, 0, 0, 0, 0]",0.9999508508938993,False,0.2217783448039575,0.9999999913717498,0.953211101092075,False,"[0, 0, 0, 0, 0, 0, 0, 0]",2.642692620291598e-09,f93b10cb,0.1883537285917786,0.12553852319406872,19334,0.005,0.0838738760838665,f93b10cb,0.032172091483387746,0.2794336675199549,4.188247776738472e-05,0.005,0.953211101092075,0.0005461553587004199,0.5910394265232974,0.00011385065322722099,0.14907538244148186,0.0005461553587005064,0.5910394265232974,0.953211101092075,0.9999508508938993,0.9999508508938993,0.9999508508938993,0.00028204425690879807,0.00025213644046662154,0.953211101092075,1649863360,0.00028204425690879807,0.05032189622745466,4.914910610065437e-05,0.046788898907925036,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9759136563811563,0.0581329166992296,0.11566605798973217,13,"[0, 0, 0.6666666666666666, 0, 0, 0, 0, 0]",0.9999508508938993,False,0.2217783448039575,0.9999999916692757,0.9528103396453261,False,"[0, 0, 0.6666666666666666, 0, 0, 0, 0, 0]",2.0325165994705685e-09,f93b10cb,0.18810363758585236,0.12473700030057108,20939,0.005,0.0838738760838665,f93b10cb,0.03223274831782252,0.28592215630703854,4.188247776738472e-05,0.005,0.9528103396453261,0.0005461553587004199,0.6040770609318997,0.00011385065322722099,0.14907538244148186,0.0005461553587005064,0.6040770609318997,0.9528103396453261,0.9999508508938993,0.9999508508938993,0.9999508508938993,0.00028204425690879807,0.00025213644046662154,0.9528103396453261,1649864965,0.00028204425690879807,0.047268300449158855,4.914910610065437e-05,0.04718966035467387,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9759086263224818,0.05820019888627326,0.11286082794548502,14,"[0, 0, 1.3333333333333333, 0, 0, 0, 0, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999913717499,0.9532611962729185,False,"[0, 0, 1.3333333333333333, 0, 0, 0, 0, 0]",1.4034047035593744e-08,f93b10cb,0.18913656741680385,0.12588918945997396,22242,0.005,0.08387021026760408,f93b10cb,0.032479248235717025,0.2830659314376971,5.584330368984629e-05,0.005,0.9532611962729185,0.0005461553587004199,0.5986111111111111,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.5986111111111111,0.9532611962729185,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.9532611962729185,1649866268,0.0002851160760400876,0.04950531754058396,5.529274436322229e-05,0.0467388037270815,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9758701784225909,0.058188569408806456,0.11174732722454617,15,"[0, 0, 2, 0, 0, 0, 0, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999918180387,0.9532611962729185,False,"[0, 0, 2, 0, 0, 0, 0, 0]",1.3118783170895654e-08,f93b10cb,0.1902797045116026,0.1265905219917844,23567,0.005,0.08387021026760408,f93b10cb,0.033195947324485324,0.2841188722158936,5.584330368984629e-05,0.005,0.9532611962729185,0.0005461553587004199,0.6014336917562724,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.6014336917562724,0.9532611962729185,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.9532611962729185,1649867593,0.0002851160760400876,0.04922254542896903,5.529274436322229e-05,0.0467388037270815,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9757925221387764,0.05853184165695213,0.11323676779510916,16,"[0.6666666666666666, 0, 0, 0, 0, 0, 1.3333333333333333, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999913717499,0.9531610059112313,False,"[0.6666666666666666, 0, 0, 0, 0, 0, 1.3333333333333333, 0]",2.642692398246993e-09,f93b10cb,0.18918453239517277,0.12578899909828675,24872,0.005,0.08387021026760408,f93b10cb,0.03271434782115393,0.2825451558385269,5.584330368984629e-05,0.005,0.9531610059112313,0.0005461553587004199,0.5978046594982078,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.5978046594982078,0.9531610059112313,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.9531610059112313,1649868898,0.0002851160760400876,0.04887398676367769,5.529274436322229e-05,0.04683899408876868,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9758868764791414,0.0581494967205739,0.1136994028244811,17,"[0.6666666666666666, 0, 0, 0, 0, 0, 0.6666666666666666, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999915205128,0.9529105300070133,False,"[0.6666666666666666, 0, 0, 0, 0, 0, 0.6666666666666666, 0]",2.3376046653922344e-09,f93b10cb,0.18947745532242716,0.12583909427913034,26183,0.005,0.08387021026760408,f93b10cb,0.0330215045734832,0.28496774233691435,5.584330368984629e-05,0.005,0.9529105300070133,0.0005461553587004199,0.6029569892473119,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.6029569892473119,0.9529105300070133,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.9529105300070133,1649870209,0.0002851160760400876,0.048182774678521174,5.529274436322229e-05,0.04708946999298669,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9758394222754898,0.05834306527970279,0.1086093745518576,18,"[0.6666666666666666, 0, 0, 0, 0, 0, 0, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999915205127,0.953461576996293,False,"[0.6666666666666666, 0, 0, 0, 0, 0, 0, 0]",2.3376046653922344e-09,f93b10cb,0.19136573237796384,0.1282937581404669,27472,0.005,0.08387021026760408,f93b10cb,0.03426153191525789,0.26954038099577604,5.584330368984629e-05,0.005,0.953461576996293,0.0005461553587004199,0.57334229390681,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.57334229390681,0.953461576996293,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.953461576996293,1649871498,0.0002851160760400876,0.05383281209813368,5.529274436322229e-05,0.04653842300370703,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9758529262991023,0.05828546587993155,0.1121232670741702,19,"[0.6666666666666666, 0, 0.6666666666666666, 0, 0, 0, 0, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999919668016,0.9531610059112313,False,"[0.6666666666666666, 0, 0.6666666666666666, 0, 0, 0, 0, 0]",1.2813695104973988e-08,f93b10cb,0.18948258837946796,0.12649033163009718,28785,0.005,0.08387021026760408,f93b10cb,0.03272574815361153,0.2809713553138753,5.584330368984629e-05,0.005,0.9531610059112313,0.0005461553587004199,0.594668458781362,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.594668458781362,0.9531610059112313,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.9531610059112313,1649872811,0.0002851160760400876,0.051270130873530606,5.529274436322229e-05,0.04683899408876868,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9758172487339026,0.058671222530996325,0.11542029127842146,20,"[0, 0, 0, 0, 2, 0, 0, 0]",0.9999508508938993,False,0.2217783448039575,0.9999999918180387,0.952960625187857,False,"[0, 0, 0, 0, 2, 0, 0, 0]",1.3118783170895654e-08,9d7e313b,0.187810714658598,0.12468690511972748,30565,0.006,0.0838738760838665,9d7e313b,0.032027977149603,0.2832467641133706,4.188247776738472e-05,0.006,0.952960625187857,0.0005461553587004199,0.5985215053763442,0.00011385065322722099,0.14907538244148186,0.0005461553587005064,0.5985215053763442,0.952960625187857,0.9999508508938993,0.9999508508938993,0.9999508508938993,0.00028204425690879807,0.00025213644046662154,0.952960625187857,1649874591,0.00028204425690879807,0.04796447747357217,4.914910610065437e-05,0.04703937481214304,<0.01,<0.06
1e-08,,percy:grid:eo:celeba_224,3ss3tjyb,celeba_224,0.01,5,2000,fairness_gen,True,celeba_224:rn18:-1:256:1e-08,-1,5,0.005,20,1280,rn18,2,256,"[32, 32]",2,EO,True,none,5e-05,False,1e-08,/shared/zjiayao/models/fairness/0xac48ae.pth,256,none,,celeba_224:rn18:-1:256:1e-08,0.9759267475705794,0.05825002879243757,0.11113993949154477,21,"[0, 0, 0, 0, 1.3333333333333333, 0, 0.6666666666666666, 0]",0.9999447072556368,False,0.22178892580682497,0.9999999913717499,0.953211101092075,False,"[0, 0, 0, 0, 1.3333333333333333, 0, 0.6666666666666666, 0]",2.6426925092692954e-09,9d7e313b,0.19080330808063303,0.1270413786193768,32364,0.006,0.08387021026760408,9d7e313b,0.03347277565959721,0.28478690966124076,5.584330368984629e-05,0.006,0.953211101092075,0.0005461553587004199,0.6030465949820788,0.00011746068333495785,0.14908152607974443,0.0005461553587005064,0.6030465949820788,0.953211101092075,0.9999447072556368,0.9999447072556368,0.9999447072556368,0.0002851160760400876,0.000245156027505411,0.953211101092075,1649876390,0.0002851160760400876,0.04970796500060486,5.529274436322229e-05,0.046788898907925036,<0.01,<0.06
